"","Carrier_Company_Name","Uniquely_Identified_Carrier","Source_Port","Destination_Port","Distance (Nautical_Miles)","Ship_Length (ft)","Ship_Beam (ft)","Ship_Draft (ft)","Storage_Capacity (#Conatiners)","Is_Shared"
"4567","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","17801.2640851177","1002.08188012708","132.938599422559","44.0999974339096","14687","0"
"4568","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","21966.4794529416","1181.74604428583","136.627586292285","43.9931774739339","17758","0"
"4569","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","26192.3828923143","1171.64147493429","131.985688093966","43.8675879655989","16959","0"
"4570","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","16173.0253863428","1079.80888704886","125.142965716496","44.6357453879861","6702","0"
"4571","Maersk","MAE-U123453","Bremerhaven","Qingdao","15816.0039729159","1018.45934945275","143.257466131075","44.5967357052727","16267","0"
"4572","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","18353.2057468593","1072.78761192109","126.747962091523","43.9719889589884","14948","0"
"4573","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","18568.1606101524","1027.36314162379","144.905081527868","42.8475406374093","15947","0"
"4574","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22484.221562203","1107.57936262293","136.840857658466","44.3304136362142","16797","0"
"4575","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","17810.7249936182","1112.83895381261","136.608088511082","42.8341244805394","16279","0"
"4576","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","24126.2462664675","1015.06772040622","126.821283409045","45.6270202065371","14684","0"
"4577","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","20813.5228254274","1117.13421649998","147.375846384942","42.9522822359756","17679","0"
"4578","Maersk","MAE-U123453","Bremerhaven","Qingdao","17598.6136624776","1087.30182937114","118.523705001751","43.1350460437314","13897","0"
"4579","COSCO","COS-U123453","Shanghai","Rotterdam","26120.8944880776","1047.30725548579","137.742747373663","45.1507386291456","16283","0"
"4580","COSCO","COS-U123453","Shanghai","Rotterdam","17078.2689531706","1190.47299446422","130.552725759739","45.1628522544213","7799","0"
"4581","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","25783.3023001347","983.184929259587","143.787501603895","45.8650701859195","16210","0"
"4582","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21670.2786287013","978.897547640372","131.894580554707","42.7360298876824","13794","0"
"4583","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","18795.8048483916","1064.07234688522","128.28976882277","45.0581495179178","15377","0"
"4584","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","18418.5475139972","1137.70211692317","143.860034970868","42.9904300809893","17591","0"
"4585","CMA CGM","CMA-U123453","Tokyo","Busan","17136.4617963508","1147.70041086012","137.74774702678","43.0834596685108","17028","0"
"4586","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16394.6719574556","1089.79204659699","142.682551749937","45.2696963475496","17598","0"
"4587","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","25749.9152047746","1015.52810910158","136.580897633887","44.8876854364024","15565","0"
"4588","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","15611.2131811772","1065.22215439356","134.083379705527","44.5154714873019","15895","0"
"4589","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20506.3668483775","1108.23385716067","146.456715078829","46.0003734606124","18666","0"
"4590","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17888.8752049115","971.053485505981","132.97580576661","46.507312843886","6673","0"
"4591","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","19921.3450069819","1019.09988318803","139.170121097967","44.4181684433993","15749","0"
"4592","Maersk","MAE-U123453","Bremerhaven","Qingdao","17402.1960553061","1011.32441274123","133.646273538539","44.9651300367155","15194","0"
"4593","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","16976.4947242197","976.97695882991","141.678718687789","44.4762489653174","15391","0"
"4594","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16468.5345099494","1177.99156596535","132.091412536764","43.4709815147008","16910","0"
"4595","Maersk","MAE-U123453","Bremerhaven","Qingdao","23770.6166962255","1141.99620673549","122.836083734996","43.497750536048","15254","0"
"4596","CMA CGM","CMA-U123453","Tokyo","Busan","26336.5509294905","1158.14091442153","148.675084219559","43.2881608021374","18634","0"
"4597","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","22003.3460539207","1125.29046989395","138.038042681042","44.4314379909918","17254","0"
"4598","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","26322.5667159632","1144.0434235381","144.456340202903","43.8410830958184","18113","0"
"4599","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","21674.8191079963","1038.9608561527","131.196111340871","44.0250484448127","15002","0"
"4600","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","22884.06470499","1036.82591851684","141.790716278061","45.6390762014595","7455","0"
"4601","COSCO","COS-U123453","Shanghai","Rotterdam","17345.9778186958","997.879013085039","131.434227329489","42.7175611152827","14007","0"
"4602","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","16976.1069021933","966.39340494643","127.812534100396","44.7895343492033","13831","0"
"4603","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","20659.1690421011","1172.46725130593","141.267775449928","43.46207185687","17997","0"
"4604","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16403.9612920024","982.206993579166","123.739478704367","43.2971690273232","13156","0"
"4605","CMA CGM","CMA-U123453","Tokyo","Busan","18611.6716115735","1058.92980710487","123.340793394197","43.0104543865826","14044","0"
"4606","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","15246.5264097601","1051.49408232886","124.363015175979","42.8611982876883","14012","0"
"4607","Maersk","MAE-U123453","Bremerhaven","Qingdao","26185.8638344333","1190.27907733456","128.506322426511","43.1456204153296","16499","0"
"4608","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20762.4078607745","1112.34478515573","139.061526734223","43.6761801447386","16890","0"
"4609","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","23324.1402678564","1184.01948486338","127.003345049586","44.6279212034616","16777","0"
"4610","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","22672.9642658215","1197.35837514279","137.971612653867","43.5591603539082","7996","0"
"4611","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","22176.653424846","1068.74865126796","133.955249048724","44.4055936603094","15893","0"
"4612","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","17879.5001788158","1194.86594113056","132.102016865451","45.1572981305666","17820","0"
"4613","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","25507.5892215874","1130.72120246361","128.778130259431","43.9898616865869","16014","0"
"4614","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","23764.381139623","1019.7207300656","125.126033163645","43.6117963215215","13911","0"
"4615","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","20208.7921601348","987.762347679818","127.047801626058","43.7385140365543","13722","0"
"4616","COSCO","COS-U123453","Shanghai","Rotterdam","15738.4862084035","1118.3170213236","127.161565660224","44.2039150766684","15715","0"
"4617","COSCO","COS-U123453","Shanghai","Rotterdam","22530.211917758","1158.64862875664","133.231479279627","45.0914993323518","17402","0"
"4618","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","17573.2630375586","1052.58583514835","132.897990542659","45.9963083082696","16086","0"
"4619","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","17486.8175579421","1100.5859155918","128.926726515953","44.8107289402275","15896","0"
"4620","CMA CGM","CMA-U123453","Tokyo","Busan","21051.8890901003","1094.79909381131","132.91365444447","45.2469794589537","7316","0"
"4621","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","18789.3607609347","1133.62129755435","123.560953310265","45.5647724368497","15956","0"
"4622","Maersk","MAE-U123453","Bremerhaven","Qingdao","16232.1088241693","1100.49636874814","129.529994000925","43.4857736003048","15497","0"
"4623","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","18001.4376900718","1099.20358166448","141.961013297966","44.41092131982","17325","0"
"4624","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","25249.8059268482","992.027179194847","142.52883568964","41.9070163388919","14813","0"
"4625","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","22404.5500022918","1078.69593263604","136.025603830273","43.7633838199522","16054","0"
"4626","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","23984.4279535208","1064.49121932732","126.872286169344","43.3745720596397","14645","0"
"4627","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","15144.6430582367","1089.47763565113","134.441276947671","43.8807943605493","16068","0"
"4628","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","15645.3178727254","1104.45009274757","128.934171248435","44.9356179545018","15997","0"
"4629","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","18678.1673766766","1035.56112509803","145.916035381121","43.3265133158772","16367","0"
"4630","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","17207.3739097081","1161.13055909169","130.516217444809","45.2291753789947","7616","0"
"4631","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","22856.6466234718","995.023675466655","136.030696193021","45.6621750895162","15451","0"
"4632","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","19893.987717228","1002.0692942082","134.762769994932","44.0144820834878","14859","0"
"4633","Maersk","MAE-U123453","Bremerhaven","Qingdao","19299.8088293429","1157.8085678874","134.106837483359","46.0562439380482","17878","0"
"4634","CMA CGM","CMA-U123453","Tokyo","Busan","21315.237207301","1145.94483264606","134.794902411771","45.0699971178037","17405","0"
"4635","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23674.1416431684","1162.52689841436","125.860073417887","45.3330800832368","16582","0"
"4636","COSCO","COS-U123453","Shanghai","Rotterdam","22910.9600818902","1043.51487178705","136.257212476996","46.3525322932282","16477","0"
"4637","Maersk","MAE-U123453","Bremerhaven","Qingdao","26168.7049066834","1046.46231713938","134.405132576695","44.2100686919077","15545","0"
"4638","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","23112.9323961586","991.991082208697","137.327427351659","44.371195830001","15111","0"
"4639","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","23374.9175834656","1094.1349051625","126.603361641199","42.5154312456188","14723","0"
"4640","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","22270.6478762906","1179.12025685306","138.360733217615","43.5744999678819","7899","0"
"4641","Maersk","MAE-U123453","Bremerhaven","Qingdao","16976.4239664562","1140.12405827758","128.639384143409","44.1996733382351","16206","0"
"4642","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","21183.606280759","1147.89491448202","134.06453287415","44.9789880891433","17305","0"
"4643","Maersk","MAE-U123453","Bremerhaven","Qingdao","26421.0911828186","1045.45238915249","136.911726963155","43.1665266416337","15447","0"
"4644","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","24156.3714015484","985.081481682137","125.248500800232","45.5787815008026","14059","0"
"4645","CMA CGM","CMA-U123453","Tokyo","Busan","23318.5931894649","1024.4044450752","143.451700040213","43.5261669051441","15991","0"
"4646","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","22888.6490949802","1124.02547069127","120.74647440252","44.1884442254448","14993","0"
"4647","Maersk","MAE-U123453","Bremerhaven","Qingdao","19991.6284159943","1019.4985500176","135.751694156145","42.2102071482952","14605","0"
"4648","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","18371.318337461","991.200354425237","131.514380081261","43.2746390263373","14103","0"
"4649","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","23294.4468986895","1083.33762265043","134.261367602638","44.0632245302359","16023","0"
"4650","COSCO","COS-U123453","Shanghai","Rotterdam","22233.8964250591","1175.12677399791","125.807713742633","43.9125773555573","7213","0"
"4651","CMA CGM","CMA-U123453","Tokyo","Busan","22858.9957778994","1044.52321144636","140.479591831405","44.1531620982341","16197","0"
"4652","CMA CGM","CMA-U123453","Tokyo","Busan","17507.4503209535","1178.74093693565","139.641417881721","44.4163317678407","18277","0"
"4653","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16926.5705982596","1077.69292103359","142.538892285282","44.2107649199564","16978","0"
"4654","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","17125.3923650924","1083.28608826268","139.195157658197","43.7978166148062","16510","0"
"4655","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","24580.0463017635","1117.18041380285","135.701493745121","43.5230423622104","16496","0"
"4656","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","16983.3395040315","1022.33130278764","131.646884137504","45.032156235703","15152","0"
"4657","Wan Hai Lines","WAN-U123453","Long Beach","Antwerp","21319.4396364782","1141.35015803622","136.791148207801","44.0934182412151","17210","0"
"4658","Pacific International Lines","PAC-U123453","Hong Kong","Los Angeles","19319.6047997195","1156.94172239513","149.14981583579","43.2720587912147","18667","0"
"4659","Mediterranean Shipping Company","MED-U123453","Ningbo-Zhoushan","Guangzhou","16412.7960740961","1118.44140719622","139.874816033447","43.7304590070926","17103","0"
"4660","CMA CGM","CMA-U123453","Tokyo","Busan","24156.1339905951","998.118534131208","149.80023367543","42.2731677095945","7023","0"
"4661","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","20767.8549472522","965.547941552941","134.90028877364","44.5269320184729","14499","0"
"4662","Evergreen Marine Corporation","EVE-U123453","Shenzhen","Dalian","24334.693954736","1090.06006999523","131.019625557774","45.0765028599798","16094","0"
"4663","Ocean Network Express (ONE)","OCE-U123453","Heijin Yokohama","Port Klang","16940.4037479311","988.74210242182","133.138859384441","43.3379290779951","14263","0"
"4664","Hapag-Lloyd","HAP-U123453","Hamburg","Tianjin","15392.6716176141","1104.49040138163","135.744265910797","45.651931171663","17111","0"
"4665","Korea Marine Transport Corporation","KOR-U123453","Jebel Ali","Saigon","16789.0089120436","1080.03677925444","149.026010285849","45.9771601074537","18500","0"
